COD. INSCRIPCIÓN;NOMBRE;MODALIDAD;CATEGORIA;DIRECCIÓN;LOCALIDAD;MUNICIPIO;ZONA;Especialidad;FECHA DE INSCRIPCION
UR001091;Palacio Guendulain;Restaurantes;Primera/3 tenedores;Calle de Zapatería 53;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional;24/07/2015 0:00:00
UR001063;Palacio Yrisarri;Restaurantes;Segunda/2 Tenedores;Irisarri 2;IGANTZI;IGANTZI                                                                                             ;Pirineos;Casera o regional, Innovadora;07/11/2014 0:00:00
UR000593;Pamplona El Toro;Restaurantes;Primera/3 tenedores;Guipuzcoa, km. 5 0;BERRIOPLANO;BERRIOPLANO                                                                                         ;Cuenca de Pamplona;De autor;14/02/1990 0:00:00
UR001102;Parador de Turismo de Olite;Restaurantes;Primera/3 tenedores;Teobaldos 2;OLITE;OLITE                                                                                               ;Zona Media;Casera o regional;12/08/2015 0:00:00
UR000585;Pardix Ostatu;Restaurantes;Sin definir;Fº Anchorena 0 S/N;ORBAIZETA;ORBAITZETA                                                                                          ;Pirineos;Casera o regional;28/02/1990 0:00:00
UC000176;Pastas Urrutia;Cafeterías;Primera/2 Tazas;San Isidro 41;UJUÉ;UJUÉ                                                                                                ;Zona Media;;12/11/2014 0:00:00
ur000451;Payvi-2;Restaurantes;Sin definir;Av. de Pío XII, 30 trasera 0;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Casera o regional;08/02/1989 0:00:00
UR000727;Pekin;Restaurantes;Sin definir;Juan Antonio Fernandez 53;TUDELA;TUDELA                                                                                              ;La Ribera;Internacional;25/04/1995 0:00:00
UR001124;Peñalén;Restaurantes;Segunda/2 Tenedores;Variante Peralta 0 Km. 23,5;PERALTA;PERALTA                                                                                             ;La Ribera;Asador, Casera o regional;12/04/2017 0:00:00
UR000232;Perrillas;Restaurantes;Segunda/2 Tenedores;Tafalla 0 S/N;AIBAR;AIBAR <> OIBAR                                                                                      ;Zona Media;;22/07/1981 0:00:00
uc000097;Peruggia;Cafeterías;Segunda/1 Taza;Torralba del Río 1;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;;12/01/1990 0:00:00
UR000928;Perutxena Taberna;Restaurantes;Sin definir;Calle San Nicolás 24;LARRASOAÑA;ESTERIBAR                                                                                           ;Pirineos;Casera o regional;15/10/2007 0:00:00
ur000706;Petrinea Jatetxea;Restaurantes;Sin definir;Bartolomé 0 S/N;GORRITI;LARRAUN                                                                                             ;Pirineos;Casera o regional;16/11/1993 0:00:00
UR000126;Pichorradicas Casa Ignacio;Restaurantes;Segunda/2 Tenedores;Cortadores 11;TUDELA;TUDELA                                                                                              ;La Ribera;Casera o regional;27/05/2004 0:00:00
UR000484;Pitillas;Restaurantes;Sin definir;Basilio Armendariz 0 S/N;BURLADA;BURLADA <> BURLATA                                                                                  ;Cuenca de Pamplona;Casera o regional;08/04/1987 0:00:00
ur000500;Pizzeria La Bocatta;Restaurantes;Sin definir;Bayona 3;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Internacional;26/02/1989 0:00:00
ur000498;Pizzeria Monza;Restaurantes;Sin definir;Malón de Chaide 11;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;Internacional;27/04/1988 0:00:00
uc000056;Planeta-1;Cafeterías;Segunda/1 Taza;Sancho Ramírez, 11-13 0;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;;08/06/1982 0:00:00
uc000158;Plazaola Bowling;Cafeterías;Segunda/1 Taza;Polígono Plazola, Manzana B-Na 0;AIZOÁIN;BERRIOPLANO                                                                                         ;Cuenca de Pamplona;;06/01/2000 0:00:00
UR121023;Populus;Restaurantes;Sin definir;Jorge Oteiza 2;SARRIGUREN;EGÜÉS                                                                                               ;Cuenca de Pamplona;Casera o regional;30/01/2012 0:00:00
ur000515;Posada de Alcoz;Restaurantes;Sin definir;San Esteban 15;ALKOTZ;ULTZAMA                                                                                             ;Pirineos;Casera o regional;09/11/1988 0:00:00
UR001007;Posada de Arraitz-Ostatu Berri;Restaurantes;Sin definir;La Asunción 12;ARRAITZ-ORKIN;ULTZAMA                                                                                             ;Pirineos;Casera o regional;09/05/2011 0:00:00
ur000740;Posada de Auza;Restaurantes;Sin definir;San Martín 20;AUZA;ULTZAMA                                                                                             ;Pirineos;Casera o regional;28/12/1995 0:00:00
UR000825;Posada de Egüés;Restaurantes;Tercera/1 tenedor;Polígono Industrial 0 S/N;EGÜÉS;EGÜÉS                                                                                               ;Cuenca de Pamplona;Casera o regional;17/09/1998 0:00:00
UR121038;Posada de Gerendiain;Restaurantes;Sin definir;Calle San Lorenzo 0;GERENDIAIN;ULTZAMA                                                                                             ;Pirineos;Casera o regional;08/03/2013 0:00:00
UR001113;Posada de Mugiro;Restaurantes;Tercera/1 tenedor;San Francisco 2;MUGIRO;LARRAUN                                                                                             ;Pirineos;Casera o regional;20/04/2016 0:00:00
UR000735;Posada de Orokieta - Orokietako Ostatua;Restaurantes;Sin definir;San Tiburcio 7;OROKIETA;BASABURUA                                                                                           ;Pirineos;Casera o regional;28/06/1995 0:00:00
UR001123;Posada Elbete;Restaurantes;Tercera/1 tenedor;Mayor 1 1º;ELBETE;BAZTAN                                                                                              ;Pirineos;Casera o regional;11/02/2017 0:00:00
uc000094;Pozuelo;Cafeterías;Segunda/1 Taza;García Goyena 7;TAFALLA;TAFALLA                                                                                             ;Zona Media;;24/04/1989 0:00:00
uc000143;Principe;Cafeterías;Segunda/1 Taza;Tajonar 12;PAMPLONA;PAMPLONA <> IRUÑA                                                                                   ;Cuenca de Pamplona;;11/03/1997 0:00:00
