;COD. INSCRIPCIÓN;NOMBRE;MODALIDAD;CATEGORIA;DIRECCIÓN;LOCALIDAD;MUNICIPIO;ZONA;PLAZAS;FECHA DE INSCRIPCION
PAMPLONA;;;;;;;;;;
;UCR01025;Casa Juliana II;Casa rural vivienda;CRV 3 Estrellas;San Saturnino 7;USTÉS;NAVASCUÉS                                                                                           ;Pirineos;6;11/11/2013 0:00:00
ABÁRZUZA;;;;;;;;;;
;UVT00856;Casa Artea;Vivienda Turística;Tercera/1 Llave;José Miguel Echavarri 27;ABÁRZUZA;ABÁRZUZA                                                                                            ;Zona Media;8;18/01/2019 0:00:00
;UCR01053;Casa Laguao;Casa rural habitaciones;CRH 1 Estrella;San Roque 14;ABÁRZUZA;ABÁRZUZA                                                                                            ;Zona Media;7;02/10/2015 0:00:00
;UCR00404;Don Roque I;Casa rural habitaciones;CRH 2 Estrellas;La Asunción 10;ABÁRZUZA;ABÁRZUZA                                                                                            ;Zona Media;11;17/06/1998 0:00:00
;UCR00666;Don Roque II;Casa rural vivienda;CRV 2 Estrellas;La Asunción 10;ABÁRZUZA;ABÁRZUZA                                                                                            ;Zona Media;8;20/10/2004 0:00:00
;ucr00325;Lizarrate;Casa rural vivienda;CRV 1 Estrella;San Andrés 9;ABÁRZUZA;ABÁRZUZA                                                                                            ;Zona Media;9;26/06/1996 0:00:00
;UATR1110;Zazpi – Ate G;Apartamento Turístico Rural;Segunda/2 Llaves;Sancho Abarca 9;ABÁRZUZA;ABÁRZUZA                                                                                            ;Zona Media;2;27/11/2020 0:00:00
;UATR0252;Zazpi-Ate A,B,C,D,E,F;Apartamento Turístico Rural;Segunda/2 Llaves;Sancho Abarca 9;ABÁRZUZA;ABÁRZUZA                                                                                            ;Zona Media;3;13/09/2012 0:00:00
LARRAGA;;;;;;;;;;
;UAT00180;Casa Aurora I;Apartamento Turístico;;Vista Alegre 29;LARRAGA;LARRAGA                                                                                             ;Zona Media;6;18/08/2010 0:00:00
;UAT00180(BIS);Casa Aurora II;Apartamento Turístico;;Vista Alegre 34;LARRAGA;LARRAGA                                                                                             ;Zona Media;6;18/08/2010 0:00:00
;UVTR0533;Casa el Carolino;Vivienda Turística Rural;Primera/3 Llaves;Santiago 5;LARRAGA;LARRAGA                                                                                             ;Zona Media;10;15/05/2017 0:00:00
;UHSR0315;Casa Perico;Hostal;HsRural;Berbinzana 8;LARRAGA;LARRAGA                                                                                             ;Zona Media;25;04/05/1970 0:00:00
;UH000751;El Castillo;Hotel;1 Estrella;El Pinar 46;LARRAGA;LARRAGA                                                                                             ;Zona Media;27;04/09/2002 0:00:00
;UH000781;Villa de Larraga;Hotel;4 Estrellas;de Berbinzana 12;LARRAGA;LARRAGA                                                                                             ;Zona Media;40;04/05/2005 0:00:00
LANTZ;;;;;;;;;;
;UVTR0104;Casa Baleztenea;Vivienda Turística Rural;Primera/3 Llaves;San José 1;LANTZ;LANTZ                                                                                               ;Pirineos;6;30/04/2008 0:00:00
;UHR00834;Iribarnia;Hotel rural;3 Estrellas;San José 8;LANTZ;LANTZ                                                                                               ;Pirineos;22;30/06/2008 0:00:00
;UVTR0446;Txolinenea;Vivienda Turística Rural;Primera/3 Llaves;Zurgin 6;LANTZ;LANTZ                                                                                               ;Pirineos;6;02/05/2016 0:00:00
MURUGARREN;;;;;;;;;;
;UCR00849;Casa Baquedano;Casa rural habitaciones;CRH 2 Estrellas;San Román 3;MURUGARREN;YERRI                                                                                               ;Zona Media;16;16/06/2008 0:00:00
ANCÍN;;;;;;;;;;
;UVT01047;Casa Belurdin Etxea;Vivienda Turística;Segunda/2 Llaves;La Vía 17;ANCÍN;ANCÍN                                                                                               ;Zona Media;15;29/06/2020 0:00:00
ASPURZ;;;;;;;;;;
;ucr00723;Casa Braco;Casa rural vivienda;CRV 2 Estrellas;San Vicente 17;ASPURZ;NAVASCUÉS                                                                                           ;Pirineos;6;01/09/2005 0:00:00
;ucr00403;Milagros;Casa rural vivienda;CRV 2 Estrellas;San Clemente 0;ASPURZ;NAVASCUÉS                                                                                           ;Pirineos;6;10/06/1998 0:00:00
MUNIÁIN DE GUESÁLAZ;;;;;;;;;;
;ucr00637;Casa Burube;Casa rural vivienda;CRV 2 Estrellas;Santa Catalina 42;MUNIÁIN DE GUESÁLAZ;GUESÁLAZ                                                                                            ;Zona Media;8;07/04/2004 0:00:00
;UCR00961;Hilaris;Casa rural vivienda;CRV 4 Estrellas;Santa Catalina 9;MUNIÁIN DE GUESÁLAZ;GUESÁLAZ                                                                                            ;Zona Media;12;19/07/2011 0:00:00
ARTAJONA;;;;;;;;;;
;UATR0686;Casa C.J.;Apartamento Turístico Rural;Tercera/1 Llave;Eugenio Mendioroz 5 A;ARTAJONA;ARTAJONA                                                                                            ;Zona Media;4;12/02/2018 0:00:00
;UCR01047;Casa Chana;Casa rural vivienda;CRV 2 Estrellas;Mayor 58;ARTAJONA;ARTAJONA                                                                                            ;Zona Media;4;02/02/2015 0:00:00
;UVTR0843;Casa Janices;Vivienda Turística Rural;Segunda/2 Llaves;San Juan 24;ARTAJONA;ARTAJONA                                                                                            ;Zona Media;8;10/09/2018 0:00:00
;UPE00529;El Cerco;Pensión;P*;Mayor 3;ARTAJONA;ARTAJONA                                                                                            ;Zona Media;10;15/04/1980 0:00:00
;ucr00653;El Diezmo;Casa rural vivienda;CRV 2 Estrellas;San Saturnino 52;ARTAJONA;ARTAJONA                                                                                            ;Zona Media;6;03/08/2004 0:00:00
;UCR00880;El Diezmo II;Casa rural vivienda;CRV 2 Estrellas;San Saturnino 52;ARTAJONA;ARTAJONA                                                                                            ;Zona Media;6;01/12/2008 0:00:00
;UCR01129;Las Layas;Casa rural vivienda;CRV 3 Estrellas;Eugenio Mendioroz  9;ARTAJONA;ARTAJONA                                                                                            ;Zona Media;6;23/05/2018 0:00:00
;ucr00504;Sancho;Casa rural habitaciones;CRH 2 Estrellas;Concepción 17;ARTAJONA;ARTAJONA                                                                                            ;Zona Media;6;27/12/2000 0:00:00
ARMAÑANZAS;;;;;;;;;;
;UCR01142;Casa Cariño;Casa rural vivienda;CRV 1 Estrella;La Iglesia 29;ARMAÑANZAS;ARMAÑANZAS                                                                                          ;Zona Media;6;11/02/2019 0:00:00
;UCR01036;Martintxo;Casa rural habitaciones;CRH 2 Estrellas;La Plaza 6;ARMAÑANZAS;ARMAÑANZAS                                                                                          ;Zona Media;8;22/08/2014 0:00:00
AZQUETA;;;;;;;;;;
;UVTR0499;Casa Cerio;Vivienda Turística Rural;Segunda/2 Llaves;La Carrera 11 9;AZQUETA;IGÚZQUIZA                                                                                           ;Zona Media;24;11/02/2017 0:00:00
;UCR01040;La Perla Negra;Casa rural habitaciones;CRH 1 Estrella;Carrera 18;AZQUETA;IGÚZQUIZA                                                                                           ;Zona Media;4;12/11/2014 0:00:00
AIBAR;;;;;;;;;;
;UCR00838;Casa Chino;Casa rural vivienda;CRV 2 Estrellas;Santa María 0;AIBAR;AIBAR <> OIBAR                                                                                      ;Zona Media;10;12/03/2008 0:00:00
;UVT00221;Casa Mirentxu;Vivienda Turística;Tercera/1 Llave;del Monte 8;AIBAR;AIBAR <> OIBAR                                                                                      ;Zona Media;6;07/03/2012 0:00:00
;UVT00993;Casa Zabaleta;Vivienda Turística;Primera/3 Llaves;Aritza 3;AIBAR;AIBAR <> OIBAR                                                                                      ;Zona Media;7;31/01/2020 0:00:00
;UAB00050;La Bizkaia;Albergue turístico;1ª Categoria;San Pedro 4;AIBAR;AIBAR <> OIBAR                                                                                      ;Zona Media;52;18/08/2010 0:00:00
;UCR01165;La Piña;Casa rural vivienda;CRV 3 Estrellas;Santa Maríaº 8;AIBAR;AIBAR <> OIBAR                                                                                      ;Zona Media;4;27/05/2020 0:00:00
;UHR00796;Nobles de Navarra;Hotel rural;3 Estrellas;Cuesta Zapata 5;AIBAR;AIBAR <> OIBAR                                                                                      ;Zona Media;22;21/06/2006 0:00:00
ELTSO;;;;;;;;;;
;UVT01092;Casa con Jardín en Eltso;Vivienda Turística;Primera/3 Llaves;Santa Lucía 15 A;ELTSO;ULTZAMA                                                                                             ;Pirineos;8;02/09/2020 0:00:00
MUTILVA;;;;;;;;;;
;UVT00323;Casa Cuidándote;Vivienda Turística;Primera/3 Llaves;Talluntxe 2;MUTILVA;ARANGUREN                                                                                           ;Cuenca de Pamplona;12;22/09/2014 0:00:00
;UH000797;Express By Holiday Inn;Hotel;3 Estrellas;Area Comercial Galaria, Calle  111;MUTILVA;ARANGUREN                                                                                           ;Cuenca de Pamplona;154;06/07/2006 0:00:00
EGILLOR;;;;;;;;;;
;UVT00825;Casa de campo tranquila con todas las comodidades;Vivienda Turística;Segunda/2 Llaves;Eguillorpea 14 Bajo;EGILLOR;OLLO                                                                                                ;Cuenca de Pamplona;4;23/07/2018 0:00:00
ASIAIN;;;;;;;;;;
;UCR01013;Casa de la Cadena;Casa rural habitaciones;CRH 3 Estrellas;San Pedro 12;ASIAIN;OLZA                                                                                                ;Cuenca de Pamplona;10;31/07/2013 0:00:00
;UCR00874;Mortxe;Casa rural vivienda;CRV 1 Estrella;Mercaderes 32;ASIAIN;OLZA                                                                                                ;Cuenca de Pamplona;8;13/11/2008 0:00:00
ALLO;;;;;;;;;;
;UCR00912;Casa de los Ulibarri;Casa rural vivienda;CRV 2 Estrellas;C/ Mayor 6;ALLO;ALLO                                                                                                ;Zona Media;14;25/11/2009 0:00:00
ARTÁRIAIN;;;;;;;;;;
;ucr00569;Casa del Arco;Casa rural vivienda;CRV 4 Estrellas;San Juan 31;ARTÁRIAIN;LEOZ                                                                                                ;Zona Media;8;09/10/2002 0:00:00
;UAT00342;Ikastetxea;Apartamento Turístico;Segunda/2 Llaves;San Juan 22;ARTÁRIAIN;LEOZ                                                                                                ;Zona Media;5;16/04/2015 0:00:00
ARDANAZ DE EGÜES;;;;;;;;;;
;UAT00362;Casa del Sol;Apartamento Turístico;Segunda/2 Llaves;Las Eras 6 A;ARDANAZ DE EGÜES;EGÜÉS                                                                                               ;Cuenca de Pamplona;6;08/03/2016 0:00:00
;UATR0420;Iruña Chic;Apartamento Turístico Rural;Primera/3 Llaves;San Vicente 26;ARDANAZ DE EGÜES;EGÜÉS                                                                                               ;Cuenca de Pamplona;8;02/10/2015 0:00:00
PUEYO;;;;;;;;;;
;UATR0083;Casa del Tilo;Apartamento Turístico;Primera/3 Llaves;Arturo Campión s/n 0;PUEYO;PUEYO                                                                                               ;Zona Media;6;19/06/2007 0:00:00
;UVT00249;Casa Jizo;Vivienda Turística;Primera/3 Llaves;Arambero 9;PUEYO;PUEYO                                                                                               ;Zona Media;9;22/08/2012 0:00:00
GASCUE;;;;;;;;;;
;UCR00998;Casa Domingorena II;Casa rural vivienda;CRV 2 Estrellas;San Estéban 11;GASCUE;ODIETA                                                                                              ;Pirineos;5;22/08/2012 0:00:00
BARÁSOAIN;;;;;;;;;;
;UVT00026;Casa El Herrero;Vivienda Turística;Segunda/2 Llaves;Agrupación Chapardía 7;BARÁSOAIN;BARÁSOAIN                                                                                           ;Zona Media;6;18/06/2003 0:00:00
;UHS00388;El Mirador;Hostal;HsG;Pamplona-Zaragoza km. 24 0;BARÁSOAIN;BARÁSOAIN                                                                                           ;Zona Media;65;03/07/1970 0:00:00
;ucr00497;Julito;Casa rural vivienda;CRV 1 Estrella;Palacio Dundrín 12;BARÁSOAIN;BARÁSOAIN                                                                                           ;Zona Media;4;22/11/2000 0:00:00
USCARRÉS;;;;;;;;;;
;UHSR0631;Casa Equiza;Hostal;HsRural;San Lorenzo 25;USCARRÉS;GALLUÉS <> GALOZE                                                                                   ;Pirineos;22;30/12/1992 0:00:00
ORONZ;;;;;;;;;;
;UATR0145;Casa Esarte;Apartamento Turístico Rural;Tercera/1 Llave;Mayor 15;ORONZ;ORONZ                                                                                               ;Pirineos;2;18/08/2009 0:00:00
;UAB00002;Casa Iriarte;Albergue turístico;2ª Categoria;Mayor 8;ORONZ;ORONZ                                                                                               ;Pirineos;45;16/06/1999 0:00:00
;UHSR0446;Salazar;Hostal;HsRural;Mayor 2;ORONZ;ORONZ                                                                                               ;Pirineos;24;22/03/1975 0:00:00
ILARRATZ;;;;;;;;;;
;UVTR0968;Casa Ezpeleku;Vivienda Turística Rural;Primera/3 Llaves;San Martín 3;ILARRATZ;ESTERIBAR                                                                                           ;Pirineos;8;07/10/2019 0:00:00
GARDE;;;;;;;;;;
;ucr00658;Casa Guillén;Casa rural vivienda;CRV 2 Estrellas;Iriondoa 7;GARDE;GARDE                                                                                               ;Pirineos;10;26/08/2004 0:00:00
;UCR01162;Kutxatera II;Casa rural vivienda;CRV 2 Estrellas;Iriburia 42;GARDE;GARDE                                                                                               ;Pirineos;5;11/03/2020 0:00:00
;UCR00948;Martinttipi;Casa rural vivienda;CRV 2 Estrellas;De la Villa 9;GARDE;GARDE                                                                                               ;Pirineos;8;20/12/2010 0:00:00
;uct00010;Urrutea;Camping;2 estrellas;Ansó 0;GARDE;GARDE                                                                                               ;Pirineos;150;20/07/1990 0:00:00
LIÉDENA;;;;;;;;;;
;UVT00675;Casa Irati;Vivienda Turística;Segunda/2 Llaves;Aspra  19;LIÉDENA;LIÉDENA                                                                                             ;Zona Media;6;25/10/2017 0:00:00
;UHS00447;Latorre;Hostal;HsG;Pamplona-Huesca km. 40 0;LIÉDENA;LIÉDENA                                                                                             ;Zona Media;96;12/05/1975 0:00:00
SALINAS DE IBARGOITI;;;;;;;;;;
;UCR00960;Casa Irisarri;Casa rural vivienda;CRV 4 Estrellas;Mayor 58;SALINAS DE IBARGOITI;IBARGOITI                                                                                           ;Pirineos;8;27/06/2011 0:00:00
;UCR00907;Espargoiti I;Casa rural vivienda;CRV 2 Estrellas;Mayor 47;SALINAS DE IBARGOITI;IBARGOITI                                                                                           ;Pirineos;16;13/11/2009 0:00:00
;UCR00908;Espargoiti II;Casa rural vivienda;CRV 2 Estrellas;Mayor 47;SALINAS DE IBARGOITI;IBARGOITI                                                                                           ;Pirineos;16;13/11/2009 0:00:00
LERGA;;;;;;;;;;
;UVTR0196;Casa Iturralde;Vivienda Turística Rural;Tercera/1 Llave;La Feria 12;LERGA;LERGA                                                                                               ;Zona Media;12;31/12/2010 0:00:00
GAINTZA;;;;;;;;;;
;UCR00774;Casa Kaardel;Casa rural vivienda;CRV 2 Estrellas;Casa Kaardel 0;GAINTZA;ARAITZ                                                                                              ;Pirineos;0;29/12/2006 0:00:00
;UCR01046;Perunea;Casa rural habitaciones;CRH 1 Estrella;Alto 11;GAINTZA;ARAITZ                                                                                              ;Pirineos;6;02/10/2015 0:00:00
IRIBAS;;;;;;;;;;
;UATR0258;Casa Katxenea;Apartamento Turístico Rural;Segunda/2 Llaves;San Fermín s/n 0;IRIBAS;LARRAUN                                                                                             ;Pirineos;8;31/12/2012 0:00:00
;ucr00505;Etxeberri;Casa rural vivienda;CRV 4 Estrellas;San Fermín 12;IRIBAS;LARRAUN                                                                                             ;Pirineos;12;10/01/2001 0:00:00
;UATR0680;Gambaraenea;Apartamento Turístico Rural;Segunda/2 Llaves;San Fermín 13 1º;IRIBAS;LARRAUN                                                                                             ;Pirineos;5;30/11/2017 0:00:00
GALBARRA;;;;;;;;;;
;ucr00225;Casa Landa;Casa rural habitaciones;CRH 2 Estrellas;La Fuente 20 S/N;GALBARRA;LANA                                                                                                ;Zona Media;14;01/06/1994 0:00:00
TAJONAR;;;;;;;;;;
;UVT00485;Casa Larraina;Vivienda Turística;Segunda/2 Llaves;Las Eras 1;TAJONAR;ARANGUREN                                                                                           ;Cuenca de Pamplona;7;17/10/2016 0:00:00
LEGARIA;;;;;;;;;;
;UCR01021;Casa Legaria;Casa rural vivienda;CRV 1 Estrella;Del Río 12;LEGARIA;LEGARIA                                                                                             ;Zona Media;10;21/10/2013 0:00:00
;UVT01053;El autillo;Vivienda Turística;Segunda/2 Llaves;El Monte 45;LEGARIA;LEGARIA                                                                                             ;Zona Media;8;15/07/2020 0:00:00
ESPRONCEDA;;;;;;;;;;
;UVT00122;Casa Leuza;Vivienda Turística;Segunda/2 Llaves;De los Fueros 5;ESPRONCEDA;ESPRONCEDA                                                                                          ;Zona Media;20;19/01/2009 0:00:00
;UCR00759;Idileku;Casa rural vivienda;CRV 2 Estrellas;Picota 5;ESPRONCEDA;ESPRONCEDA                                                                                          ;Zona Media;6;06/09/2006 0:00:00
;UATR0908;Markinezenea;Apartamento Turístico Rural;Tercera/1 Llave;La Virgen 22;ESPRONCEDA;ESPRONCEDA                                                                                          ;Zona Media;4;16/05/2019 0:00:00
ZUHATZU;;;;;;;;;;
;UATR0121;Casa Loperena;Apartamento Turístico;Primera/3 Llaves;San Martín 10;ZUHATZU;ARAKIL                                                                                              ;Pirineos;8;26/12/2008 0:00:00
ABÁIGAR;;;;;;;;;;
;ucr00696;Casa Lucía;Casa rural habitaciones;CRH 1 Estrella;de Abajo 11;ABÁIGAR;ABÁIGAR                                                                                             ;Zona Media;8;18/05/2005 0:00:00
RADA;;;;;;;;;;
;UATR0378;Casa Luraik;Apartamento Turístico Rural;Tercera/1 Llave;Concilio 5;RADA;MURILLO EL CUENDE                                                                                   ;La Ribera;6;12/02/2015 0:00:00
IZAL;;;;;;;;;;
;UCR01135;CASA MAESTRO;Casa rural vivienda;CRV 3 Estrellas;San Vicente 14;IZAL;GALLUÉS <> GALOZE                                                                                   ;Pirineos;14;25/06/2018 0:00:00
;UCR00963;Manchito I;Casa rural vivienda;CRV 1 Estrella;San Vicente 3;IZAL;GALLUÉS <> GALOZE                                                                                   ;Pirineos;2;05/07/2011 0:00:00
;UCR00962;Manchito II;Casa rural vivienda;CRV 1 Estrella;San Vicente 3;IZAL;GALLUÉS <> GALOZE                                                                                   ;Pirineos;2;05/07/2011 0:00:00
TORRES DEL RÍO;;;;;;;;;;
;UAB00043;Casa Mariela;Albergue turístico;del Camino de Santiago;Valeriano Ordoñez 6;TORRES DEL RÍO;TORRES DEL RÍO                                                                                      ;Zona Media;48;10/03/2010 0:00:00
;UHSR0890;La Pata de la Oca;Hostal;HsRural;Mayor 5;TORRES DEL RÍO;TORRES DEL RÍO                                                                                      ;Zona Media;11;01/10/2012 0:00:00
;UAB00055;La Pata de Oca;Albergue turístico;2ª del Camino de Santiago;Mayor 5;TORRES DEL RÍO;TORRES DEL RÍO                                                                                      ;Zona Media;32;17/06/2011 0:00:00
;UHSR0907;San Andrés;Hostal;HsRural;Jesús Ordóñez 4;TORRES DEL RÍO;TORRES DEL RÍO                                                                                      ;Zona Media;34;13/02/2015 0:00:00
CASTEJÓN;;;;;;;;;;
;UVT00441;Casa Melchor;Vivienda Turística;Primera/3 Llaves;Cadreita 3;CASTEJÓN;CASTEJÓN                                                                                            ;La Ribera;5;08/03/2016 0:00:00
;UH000658;el Villa Castejon;Hotel;3 Estrellas;N-232 km. 83.400 0;CASTEJÓN;CASTEJÓN                                                                                            ;La Ribera;173;27/03/1996 0:00:00
;UHS00866;Europa;Hostal;HsG;Padre Ubillos 26;CASTEJÓN;CASTEJÓN                                                                                            ;La Ribera;20;23/08/2010 0:00:00
;UAT00862;Living Bardenas;Apartamento Turístico;Tercera/1 Llave;Doctor Fleming  5 Bis;CASTEJÓN;CASTEJÓN                                                                                            ;La Ribera;7;18/11/2018 0:00:00
;UAT00466;Ribera Navarra-Bardenas;Apartamento Turístico;Segunda/2 Llaves;Pamplona 4 esca dcha, 1C;CASTEJÓN;CASTEJÓN                                                                                            ;La Ribera;6;29/06/2016 0:00:00
ECHAGÜE;;;;;;;;;;
;ucr00659;Casa Mirizábal;Casa rural vivienda;CRV 3 Estrellas;General, s/n 0;ECHAGÜE;OLÓRIZ                                                                                              ;Zona Media;8;26/08/2004 0:00:00
ZÁBAL;;;;;;;;;;
;UCR00898;Casa Moreno;Casa rural vivienda;CRV 2 Estrellas;C/ Morondoa, 7 A;ZÁBAL;YERRI                                                                                               ;Zona Media;10;21/05/2009 0:00:00
ARIZALETA;;;;;;;;;;
;UCR01060;Casa Murillo;Casa rural vivienda;CRV 2 Estrellas;José Goñi Gaztambide 6;ARIZALETA;YERRI                                                                                               ;Zona Media;12;29/10/2015 0:00:00
AURIZBERRI/ESPINAL;;;;;;;;;;
;ucr00496;Casa Oihan-Eder;Casa rural vivienda;CRV 2 Estrellas;San Bartolomé 25;AURIZBERRI/ESPINAL;ERRO                                                                                                ;Pirineos;4;12/02/2000 0:00:00
;ucr00290;Errebesena;Casa rural habitaciones;CRH 2 Estrellas;San Bartolome 42;AURIZBERRI/ESPINAL;ERRO                                                                                                ;Pirineos;12;05/07/1995 0:00:00
;ucr00579;Gertxada;Casa rural vivienda;CRV 2 Estrellas;Gernada 23;AURIZBERRI/ESPINAL;ERRO                                                                                                ;Pirineos;6;03/11/2006 0:00:00
;UATR0319;Goizeder I, II, III y IV;Apartamento Turístico Rural;Segunda/2 Llaves;San Bartolomé 6;AURIZBERRI/ESPINAL;ERRO                                                                                                ;Pirineos;16;21/08/2014 0:00:00
;UHSR0831;Haizea;Hostal;HsRural;Burguete 2;AURIZBERRI/ESPINAL;ERRO                                                                                                ;Pirineos;24;30/05/2008 0:00:00
;UAB00097;Haizea;Albergue turístico;2ª Categoria;Francia 2;AURIZBERRI/ESPINAL;ERRO                                                                                                ;Pirineos;28;22/04/2015 0:00:00
;UATR0079;Irati 1,2,3,4,5,6,7,8 y 9;Apartamento Turístico;Primera/3 Llaves;San Bartolomé, s/n 0;AURIZBERRI/ESPINAL;ERRO                                                                                                ;Pirineos;42;12/02/2007 0:00:00
;UATR0268;Irugoienea;Apartamento Turístico Rural;Tercera/1 Llave;Oihanilun 2;AURIZBERRI/ESPINAL;ERRO                                                                                                ;Pirineos;6;22/04/2013 0:00:00
;UAB00066;Irugoienea;Albergue turístico;2ª Categoria;Oihanilun 2;AURIZBERRI/ESPINAL;ERRO                                                                                                ;Pirineos;22;22/04/2013 0:00:00
;UPE00948;Patxikuzuria;Pensión;P*;Iturrizar 2;AURIZBERRI/ESPINAL;ERRO                                                                                                ;Pirineos;6;25/07/2019 0:00:00
;UCR00987;Roncesvalles;Casa rural vivienda;CRV 4 Estrellas;Bartolomé 86;AURIZBERRI/ESPINAL;ERRO                                                                                                ;Pirineos;12;04/04/2012 0:00:00
;UCT00007;Urrobi;Camping;3 estrellas;Pamplona-Valcarlos, km 42 0;AURIZBERRI/ESPINAL;ERRO                                                                                                ;Pirineos;1243;20/07/1982 0:00:00
ELBETE;;;;;;;;;;
;UCR01146;Casa Oñaska;Casa rural vivienda;CRV 1 Estrella;Bagordi 0;ELBETE;BAZTAN                                                                                              ;Pirineos;0;16/10/2018 0:00:00
;UAT00566;Elbete;Apartamento Turístico;Tercera/1 Llave;Avda Francia 15 1º Dcha;ELBETE;BAZTAN                                                                                              ;Pirineos;6;01/06/2017 0:00:00
;UAT00231;Elizondo;Apartamento Turístico;Segunda/2 Llaves;Francia 12 1A;ELBETE;BAZTAN                                                                                              ;Pirineos;5;04/06/2012 0:00:00
;ucr00279;Gamioa;Casa rural habitaciones;CRH 2 Estrellas;Gamioa. BO Bearzun 0;ELBETE;BAZTAN                                                                                              ;Pirineos;12;26/04/1995 0:00:00
;UATR0850;Hego-Aritza;Apartamento Turístico Rural;Primera/3 Llaves;El Río  1 2ºA;ELBETE;BAZTAN                                                                                              ;Pirineos;4;05/10/2018 0:00:00
;UATR0849;Ipar-Aritza;Apartamento Turístico Rural;Primera/3 Llaves;El río 1 2º;ELBETE;BAZTAN                                                                                              ;Pirineos;2;05/10/2018 0:00:00
;UHSR0759;Posada Elbete;Hostal;HsRural;Mayor, s/n (plaza) 0;ELBETE;BAZTAN                                                                                              ;Pirineos;13;02/07/2003 0:00:00
PITILLAS;;;;;;;;;;
;UAT00483;Casa Ozcoidi;Apartamento Turístico;Segunda/2 Llaves;San Francisco Javier 12;PITILLAS;PITILLAS                                                                                            ;Zona Media;5;22/07/2016 0:00:00
;UCR00695;Goyeneche;Casa rural vivienda;CRV 1 Estrella;Juan Carlos I 3;PITILLAS;PITILLAS                                                                                            ;Zona Media;8;12/05/2005 0:00:00
;UCR01114;La Casona De Pitillas;Casa rural vivienda;CRV 3 Estrellas;Juan Carlos I 1;PITILLAS;PITILLAS                                                                                            ;Zona Media;4;03/07/2017 0:00:00
BELASCOÁIN;;;;;;;;;;
;UCR01155;Casa Palacio de Belascoain;Casa rural vivienda;CRV 1 Estrella;Mayor 6;BELASCOÁIN;BELASCOÁIN                                                                                          ;Cuenca de Pamplona;13;15/11/2019 0:00:00
;ucr00611;Gotitxea;Casa rural vivienda;CRV 3 Estrellas;San Miguel 4;BELASCOÁIN;BELASCOÁIN                                                                                          ;Cuenca de Pamplona;6;10/09/2003 0:00:00
BERROETA;;;;;;;;;;
;UATR0445;Casa Peregarnea;Apartamento Turístico Rural;Segunda/2 Llaves;Casa Peregarnea 0;BERROETA;BAZTAN                                                                                              ;Pirineos;6;02/05/2016 0:00:00
;UATR1031;Peregarnea Etxea II;Apartamento Turístico Rural;Segunda/2 Llaves;Nagusia 3;BERROETA;BAZTAN                                                                                              ;Pirineos;6;11/06/2020 0:00:00
CARCASTILLO;;;;;;;;;;
;UCR01089;Casa Roblán;Casa rural vivienda;CRV 2 Estrellas;San Miguel 3;CARCASTILLO;CARCASTILLO                                                                                         ;La Ribera;8;15/09/2016 0:00:00
;UCR01126;La Mimosa;Casa rural vivienda;CRV 2 Estrellas;Barrio Bajo  36;CARCASTILLO;CARCASTILLO                                                                                         ;La Ribera;6;18/04/2018 0:00:00
;UVTR0385;Piskerra;Vivienda Turística Rural;Segunda/2 Llaves;Ruiz de Alda 14;CARCASTILLO;CARCASTILLO                                                                                         ;La Ribera;8;04/03/2015 0:00:00
NAVASCUÉS;;;;;;;;;;
;UCR01097;Casa Sanz;Casa rural vivienda;CRV 2 Estrellas;Maruquete 13;NAVASCUÉS;NAVASCUÉS                                                                                           ;Pirineos;8;18/11/2016 0:00:00
LUQUIN;;;;;;;;;;
;UAB00118;Casa Tiago;Albergue turístico;del Camino de Santiago;San Martin 11;LUQUIN;LUQUIN                                                                                              ;Zona Media;16;27/07/2017 0:00:00
LUMBIER;;;;;;;;;;
;UVT00467;Casa Txatoenea;Vivienda Turística;Segunda/2 Llaves;Del horno 62;LUMBIER;LUMBIER                                                                                             ;Pirineos;7;20/03/2017 0:00:00
;UAT00835;El Pilar;Apartamento Turístico;Segunda/2 Llaves;El Pilar  9;LUMBIER;LUMBIER                                                                                             ;Pirineos;4;10/08/2018 0:00:00
;UVT00230;Ibaialde;Vivienda Turística;Segunda/2 Llaves;Arrabal 20;LUMBIER;LUMBIER                                                                                             ;Pirineos;10;12/06/2012 0:00:00
;UH000407;Irubide;Hotel;1 Estrella;Bijues  0 S/N;LUMBIER;LUMBIER                                                                                             ;Pirineos;39;12/05/1972 0:00:00
;uct00016;Iturbero;Camping;3 estrellas;Iturbero 0;LUMBIER;LUMBIER                                                                                             ;Pirineos;400;30/09/1992 0:00:00
;UATR0844;La Casa del Gatico;Apartamento Turístico Rural;Tercera/1 Llave;San Juan  28 Bajo;LUMBIER;LUMBIER                                                                                             ;Pirineos;3;02/10/2018 0:00:00
;UCR01056;Leima;Casa rural vivienda;CRV 3 Estrellas;Abadía 6;LUMBIER;LUMBIER                                                                                             ;Pirineos;8;09/11/2015 0:00:00
;UAT00660;Romy;Apartamento Turístico;Tercera/1 Llave;Mayor 41 2º;LUMBIER;LUMBIER                                                                                             ;Pirineos;3;28/09/2017 0:00:00
;UVT01022;Selbaondoa;Vivienda Turística;Segunda/2 Llaves;Selvaondoa 2;LUMBIER;LUMBIER                                                                                             ;Pirineos;4;25/05/2020 0:00:00
ÚGAR;;;;;;;;;;
